,Alloy composition,,,,,,,,,,,,,,Heat Treatment,,,,,,Microstructure and Phases,,Allot Discription ,,
Alloy ,Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,Homogenization_Temp,Homogenization_Time,Annealing_Temp,Annealing_Time_(min),Quenching,HPR,Microstructure,Phases,"The alloy Al0.5NbTaTiV , is having 5 elemental composition and without heat treatment it is showing BCC microstructure and BCC_SS Phases",,References
Co–33Cr–9W–0.35N–0.31C,0,0.5734,0.33,0.09,0,0,0,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.actbio.2015.12.011
MoNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0,0.2,,,,,,,BCC,BCC_SS,,,10.1016/j.msec.2016.12.057
Al40Cu15Cr15Fe15Si15,0.4,0,0.15,0.15,0,0.15,0,0,0,0,0,0,0,0,,,,,,,Im,Im,,,10.1016/j.jmrt.2018.06.010
Al60Cu10Fe10Cr5Mn5Ni5Mg5,0.6,0,0.05,0.1,0.05,0.1,0.05,0,0,0,0,0,0,0,,,,,,,Im,Im,,,10.1016/j.jmrt.2018.06.010
Al65Cu5Cr5Si15Mn5Ti5,0.65,0,0.05,0,0,0.05,0.05,0.05,0,0,0,0,0,0,,,,,,,Im,Im,,,10.1016/j.jmrt.2018.06.010
Al80Mg14Zn2.7Cu2.7Si0.60,0.8,0,0,0,0,0.027,0,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1007/s11665-018-3720-0
Al85Mg10.5Zn2.025Cu2.025Si0.45,0.867568257,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1007/s11665-018-3720-0
Al90Mg7.1Zn1.35Cu1.35Si0.3,0.911392405,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1007/s11665-018-3720-0
Al0.5NbTiVZr,0.111111111,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0,0.222222222,0,0,1200,1440,,,AQ,,BCC + Im,Im,,,10.1179/1743284715Y.0000000032
Al26.6Nb23.8Ti25.1V24.5,0.266,0,0,0,0,0,0,0.251,0.245,0.238,0,0,0,0,1200,1440,,,AQ,,BCC,BCC_SS,,,10.4236/msa.2018.913074
AlLiMgZnSn,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Im,Im,,,10.1007/s11837-014-1059-z
Al80Li5Mg5Zn5Sn5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Im,Im,,,10.1007/s11837-014-1059-z
Al80Li5Mg5Zn5Cu5,0.8,0,0,0,0,0.05,0,0,0,0,0,0,0,0,,,,,,,Im,Im,,,10.1007/s11837-014-1059-z
Al0.7Co0.3CrFeNi,0.175,0.075,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,1000,8,,,,,FCC + BCC + Im,Im,,,10.1016/j.matdes.2013.04.061
CrMnFeCoNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,,,1400,480,,,FCC,FCC_SS,,,10.1016/j.mtla.2019.100485
CrMnFeCoNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,,,950,480,,,FCC,FCC_SS,,,10.1016/j.mtla.2019.100485
AlCrFeMnNi,0.2,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,,,,,,,BCC,BCC_SS,,,10.1016/j.msea.2017.02.072
AlCrFeMnNi,0.2,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,,,400,240,,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2017.02.072
AlCrFeMnNi,0.2,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,,,830,240,,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2017.02.072
AlCrFeMnNi,0.2,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,,,1040,240,,,FCC + BCC + Im,Im,,,10.1016/j.msea.2017.02.072
AlCrFeMnNi,0.2,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,,,1200,240,,,FCC + BCC + Im,Im,,,10.1016/j.msea.2017.02.072
Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,,,,,,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2016.06.040
Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,,,650,30,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2016.06.040
Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,,,650,60,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2016.06.040
Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,,,650,120,WQ,,FCC + BCC + Im,Im,,,10.1016/j.msea.2016.06.040
Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,,,650,240,WQ,,FCC + BCC + Im,Im,,,10.1016/j.msea.2016.06.040
Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,,,650,480,WQ,,FCC + BCC + Im,Im,,,10.1016/j.msea.2016.06.040
Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,,,,,,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2018.05.054
Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,,,,,,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2018.05.054
Al8Co17Cr17Cu8Fe17Ni33,0.08,0.17,0.17,0.17,0.33,0.08,0,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1007/s11837-013-0756-3
Al8Co17Cr17Cu8Fe17Ni33,0.08,0.17,0.17,0.17,0.33,0.08,0,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1007/s11837-013-0756-3
Al0.5CoCrFeMnNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0,0.181818182,0,0,0,0,0,0,0,1200,360,1000,15,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2018.05.041
Al0.5CoCrFeMnNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0,0.181818182,0,0,0,0,0,0,0,1200,360,1100,10,WQ,,FCC + Im,Im,,,10.1016/j.msea.2018.05.041
Al0.5CoCrFeMnNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0,0.181818182,0,0,0,0,0,0,0,1200,360,1200,5,WQ,,FCC,FCC_SS,,,10.1016/j.msea.2018.05.041
CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.3390/met9111172
CoCrFeNiV0.25,0,0.235294118,0.235294118,0.235294118,0.235294118,0,0,0,0.058823529,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.3390/met9111172
CoCrFeNiV0.5,0,0.222222222,0.222222222,0.222222222,0.222222222,0,0,0,0.111111111,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.3390/met9111172
CoCrFeNiV0.7,0,0.212765957,0.212765957,0.212765957,0.212765957,0,0,0,0.14893617,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.3390/met9111172
CoCrFeNiV0.8,0,0.208333333,0.208333333,0.208333333,0.208333333,0,0,0,0.166666667,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.3390/met9111172
CoCrFeNiV0.9,0,0.204081633,0.204081633,0.204081633,0.204081633,0,0,0,0.183673469,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.3390/met9111172
CoCrFeNiV,0,0.2,0.2,0.2,0.2,0,0,0,0.2,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.3390/met9111172
(CoCrFeMnNi)99C1,0,0.198,0.198,0.198,0.198,0,0.198,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1080/21663831.2019.1638844
(CoCrFeMnNi)99C1,0,0.198,0.198,0.198,0.198,0,0.198,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1080/21663831.2019.1638844
(CoCrFeMnNi)99C1,0,0.198,0.198,0.198,0.198,0,0.198,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1080/21663831.2019.1638844
Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.2,0,0.1996,0.1996,0.1996,0.1996,0,0.1996,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.actamat.2018.10.050
Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.2,0,0.1996,0.1996,0.1996,0.1996,0,0.1996,0,0,0,0,0,0,0,1200,180,,,,,FCC,FCC_SS,,,10.1016/j.actamat.2018.10.050
Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.2,0,0.1996,0.1996,0.1996,0.1996,0,0.1996,0,0,0,0,0,0,0,1200,180,900,3,,,FCC,FCC_SS,,,10.1016/j.actamat.2018.10.050
Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.2,0,0.1996,0.1996,0.1996,0.1996,0,0.1996,0,0,0,0,0,0,0,1200,180,900,3,,CW,FCC,FCC_SS,,,10.1016/j.actamat.2018.10.050
Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.5,0,0.199002991,0.199002991,0.199002991,0.199002991,0,0.199002991,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.actamat.2018.10.050
Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.5,0,0.199002991,0.199002991,0.199002991,0.199002991,0,0.199002991,0,0,0,0,0,0,0,1200,180,,,,,FCC,FCC_SS,,,10.1016/j.actamat.2018.10.050
Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.5,0,0.199002991,0.199002991,0.199002991,0.199002991,0,0.199002991,0,0,0,0,0,0,0,1200,180,900,3,,CW,FCC,FCC_SS,,,10.1016/j.actamat.2018.10.050
Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.5,0,0.199002991,0.199002991,0.199002991,0.199002991,0,0.199002991,0,0,0,0,0,0,0,,,900,3,,,FCC + Im,Im,,,10.1016/j.actamat.2018.10.050
Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.8,0,0.198409543,0.198409543,0.198409543,0.198409543,0,0.198409543,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.actamat.2018.10.050
Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.8,0,0.198409543,0.198409543,0.198409543,0.198409543,0,0.198409543,0,0,0,0,0,0,0,1200,180,,,,,FCC,FCC_SS,,,10.1016/j.actamat.2018.10.050
Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.8,0,0.198409543,0.198409543,0.198409543,0.198409543,0,0.198409543,0,0,0,0,0,0,0,1200,180,900,3,,CW,FCC + Im,Im,,,10.1016/j.actamat.2018.10.050
Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.8,0,0.198409543,0.198409543,0.198409543,0.198409543,0,0.198409543,0,0,0,0,0,0,0,,,900,3,,,FCC + Im,Im,,,10.1016/j.actamat.2018.10.050
Al0.1CoCrFeNi,0.024390244,0.243902439,0.243902439,0.243902439,0.243902439,0,0,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.actamat.2018.12.012
Al0.1CoCrFeNi,0.024390244,0.243902439,0.243902439,0.243902439,0.243902439,0,0,0,0,0,0,0,0,0,,,400,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2018.12.012
Al0.1CoCrFeNi,0.024390244,0.243902439,0.243902439,0.243902439,0.243902439,0,0,0,0,0,0,0,0,0,,,600,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2018.12.012
Al0.1CoCrFeNi,0.024390244,0.243902439,0.243902439,0.243902439,0.243902439,0,0,0,0,0,0,0,0,0,,,800,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2018.12.012
CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.msea.2019.04.025
CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1000,120,500,60,,,FCC + Im,Im,,,10.1016/j.msea.2019.04.025
CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1000,120,600,60,,,FCC + Im,Im,,,10.1016/j.msea.2019.04.025
CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1000,120,650,60,,,FCC,FCC_SS,,,10.1016/j.msea.2019.04.025
CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1000,120,700,60,,,FCC,FCC_SS,,,10.1016/j.msea.2019.04.025
CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1000,120,750,60,,,FCC,FCC_SS,,,10.1016/j.msea.2019.04.025
CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1000,120,800,60,,,FCC,FCC_SS,,,10.1016/j.msea.2019.04.025
AlCoCrFeNi2.1,0.163934426,0.163934426,0.163934426,0.163934426,0.344262295,0,0,0,0,0,0,0,0,0,,,,,,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.intermet.2019.106601
AlCoCrFeNi2.1,0.163934426,0.163934426,0.163934426,0.163934426,0.344262295,0,0,0,0,0,0,0,0,0,,,400,20,,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.intermet.2019.106601
AlCoCrFeNi2.1,0.163934426,0.163934426,0.163934426,0.163934426,0.344262295,0,0,0,0,0,0,0,0,0,,,800,60,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.intermet.2019.106601
AlCoCrFeNi2.1,0.163934426,0.163934426,0.163934426,0.163934426,0.344262295,0,0,0,0,0,0,0,0,0,,,1000,60,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.intermet.2019.106601
AlCoCrFeNi2.1,0.163934426,0.163934426,0.163934426,0.163934426,0.344262295,0,0,0,0,0,0,0,0,0,,,1200,60,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.intermet.2019.106601
AlCoCrFeNi2.1,0.163934426,0.163934426,0.163934426,0.163934426,0.344262295,0,0,0,0,0,0,0,0,0,,,600,20,,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2019.138226
AlCoCrFeNi2.1,0.163934426,0.163934426,0.163934426,0.163934426,0.344262295,0,0,0,0,0,0,0,0,0,,,800,60,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.intermet.2019.106601
AlCoCrFeNi2.1,0.163934426,0.163934426,0.163934426,0.163934426,0.344262295,0,0,0,0,0,0,0,0,0,,,1000,60,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.intermet.2019.106601
AlCoCrFeNi2.1,0.163934426,0.163934426,0.163934426,0.163934426,0.344262295,0,0,0,0,0,0,0,0,0,,,1200,60,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.intermet.2019.106601
AlCoCrFeNi2.1,0.163934426,0.163934426,0.163934426,0.163934426,0.344262295,0,0,0,0,0,0,0,0,0,,,750,20,,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2019.138226
AlCoCrFeNi2.1,0.163934426,0.163934426,0.163934426,0.163934426,0.344262295,0,0,0,0,0,0,0,0,0,,,800,60,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.intermet.2019.106601
AlCoCrFeNi2.1,0.163934426,0.163934426,0.163934426,0.163934426,0.344262295,0,0,0,0,0,0,0,0,0,,,1000,60,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.intermet.2019.106601
AlCoCrFeNi2.1,0.163934426,0.163934426,0.163934426,0.163934426,0.344262295,0,0,0,0,0,0,0,0,0,,,1200,60,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.intermet.2019.106601
Fe45Cr10V10Co10Ni25,0,0.1,0.1,0.45,0.25,0,0,0,0.1,0,0,0,0,0,1100,360,900,10,WQ,,FCC,FCC_SS,,,10.1038/s41598-019-39570-y
Fe45Cr10V10Co20Ni15,0,0.2,0.1,0.45,0.15,0,0,0,0.1,0,0,0,0,0,1100,360,900,10,WQ,,FCC,FCC_SS,,,10.1038/s41598-019-39570-y
Fe45Cr10V10Co30Ni5,0,0.3,0.1,0.45,0.05,0,0,0,0.1,0,0,0,0,0,1100,360,900,10,WQ,,FCC + BCC + Im,Im,,,10.1038/s41598-019-39570-y
Fe45Cr10V10Co35,0,0.35,0.1,0.45,0,0,0,0,0.1,0,0,0,0,0,1100,360,900,10,WQ,,FCC + BCC + Im,Im,,,10.1038/s41598-019-39570-y
AlCoCrFeNi,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,1100,10,,,,,FCC + Im,Im,,,10.1016/j.intermet.2018.09.011
Al19Co19Cr19Fe19Ni19Fe5,0.19,0.19,0.19,0.24,0.19,0,0,0,0,0,0,0,0,0,1100,10,,,,,FCC + Im,Im,,,10.1016/j.intermet.2018.09.011
Al17Co17Cr17Fe17Ni17Fe15,0.17,0.17,0.17,0.32,0.17,0,0,0,0,0,0,0,0,0,1100,10,,,,,FCC + Im,Im,,,10.1016/j.intermet.2018.09.011
Al16Co16Cr16Fe16Ni16Fe20,0.16,0.16,0.16,0.36,0.16,0,0,0,0,0,0,0,0,0,1100,10,,,,,FCC + Im,Im,,,10.1016/j.intermet.2018.09.011
AlCoCrFeNi,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,,,,,,,BCC,BCC_SS,,,10.1007/s11837-012-0366-5
AlCoCrFeNiTi0.5,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0.090909091,0,0,0,0,0,0,,,,,,,BCC,BCC_SS,,,10.1007/s11837-012-0366-5
Fe34Cr34Ni14Al14Co4,0.14,0.04,0.34,0.34,0.14,0,0,0,0,0,0,0,0,0,,,,,,,BCC + Im,Im,,,10.1016/j.msea.2018.01.034
Al0.5CoCrFeMnNi,0.090909091,0.181818182,0.181818182,0.181818182,0.181818182,0,0.181818182,0,0,0,0,0,0,0,1200,360,1200,360,,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2019.01.041
Cr20Fe6Co34Ni34Mo6,0,0.34,0.2,0.06,0.34,0,0,0,0,0,0.06,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.ijplas.2018.10.005
Cr20Fe6Co34Ni34Mo6,0,0.34,0.2,0.06,0.34,0,0,0,0,0,0.06,0,0,0,1200,2880,675,60,AQ,,FCC,FCC_SS,,,10.1016/j.ijplas.2018.10.005
Cr20Fe6Co34Ni34Mo6,0,0.34,0.2,0.06,0.34,0,0,0,0,0,0.06,0,0,0,1200,2880,675,300,AQ,,FCC,FCC_SS,,,10.1016/j.ijplas.2018.10.005
Cr20Fe6Co34Ni34Mo6,0,0.34,0.2,0.06,0.34,0,0,0,0,0,0.06,0,0,0,1200,2880,675,600,AQ,,FCC,FCC_SS,,,10.1016/j.ijplas.2018.10.005
Cr20Fe6Co34Ni34Mo6,0,0.34,0.2,0.06,0.34,0,0,0,0,0,0.06,0,0,0,1200,2880,700,30,AQ,,FCC,FCC_SS,,,10.1016/j.ijplas.2018.10.005
Cr20Fe6Co34Ni34Mo6,0,0.34,0.2,0.06,0.34,0,0,0,0,0,0.06,0,0,0,1200,2880,700,60,AQ,,FCC,FCC_SS,,,10.1016/j.ijplas.2018.10.005
CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1200,3600,1000,600,,,FCC,FCC_SS,,,10.1016/j.jallcom.2019.04.296
AlCoCrNi,0.25,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,,,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2018.11.057
AlCoCrFeNi,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,,,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2018.11.057
CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,1100,360,,,WQ,,FCC,FCC_SS,,,10.1016/j.msea.2018.08.079
CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,1100,360,900,60,WQ,HW,FCC,FCC_SS,,,10.1016/j.msea.2018.08.079
V10Cr15Mn5Fe35Co10Ni25,0,0.1,0.15,0.35,0.25,0,0.05,0,0.1,0,0,0,0,0,1100,360,900,60,,HPT,FCC,FCC_SS,,,10.1016/j.msea.2019.138604
V10Cr15Mn5Fe35Co10Ni25,0,0.1,0.15,0.35,0.25,0,0.05,0,0.1,0,0,0,0,0,1100,360,800,60,,HPT,FCC + Im,Im,,,10.1016/j.msea.2019.138604
V10Cr15Mn5Fe35Co10Ni25,0,0.1,0.15,0.35,0.25,0,0.05,0,0.1,0,0,0,0,0,1100,360,700,60,,HPT,FCC + Im,Im,,,10.1016/j.msea.2019.138604
V10Cr15Mn5Fe35Co10Ni25,0,0.1,0.15,0.35,0.25,0,0.05,0,0.1,0,0,0,0,0,1100,360,700,10,,HPT,FCC + Im,Im,,,10.1016/j.msea.2019.138604
V10Cr15Mn5Fe35Co10Ni25,0,0.1,0.15,0.35,0.25,0,0.05,0,0.1,0,0,0,0,0,1100,360,700,2,,HPT,FCC + Im,Im,,,10.1016/j.msea.2019.138604
V10Cr15Mn5Fe35Co10Ni25,0,0.1,0.15,0.35,0.25,0,0.05,0,0.1,0,0,0,0,0,1100,360,600?,10,,HPT,FCC + Im,Im,,,10.1016/j.msea.2019.138604
Co17.5Cr12.5Fe55Ni10Mo5,0,0.175,0.125,0.55,0.1,0,0,0,0,0,0.05,0,0,0,1200,360,900,60,WQ,,FCC + Im,Im,,,10.1016/j.jallcom.2018.12.040
Co17.5Cr12.5Fe55Ni10Mo5,0,0.175,0.125,0.55,0.1,0,0,0,0,0,0.05,0,0,0,1200,360,1000,60,WQ,,FCC,FCC_SS,,,10.1016/j.jallcom.2018.12.040
Co17.5Cr12.5Fe55Ni10Mo5,0,0.175,0.125,0.55,0.1,0,0,0,0,0,0.05,0,0,0,1200,360,1100,60,WQ,,FCC,FCC_SS,,,10.1016/j.jallcom.2018.12.040
Co17.5Cr12.5Fe55Ni10Mo5,0,0.175,0.125,0.55,0.1,0,0,0,0,0,0.05,0,0,0,1200,360,1200,60,WQ,,FCC,FCC_SS,,,10.1016/j.jallcom.2018.12.040
Co18Cr12.5Fe55Ni7Mo7.5,0,0.180904523,0.120603015,0.552763819,0.070351759,0,0,0,0,0,0.075376884,0,0,0,1200,360,900,60,WQ,,FCC + Im,Im,,,10.1016/j.jallcom.2018.12.040
Co18Cr12.5Fe55Ni7Mo7.5,0,0.180904523,0.120603015,0.552763819,0.070351759,0,0,0,0,0,0.075376884,0,0,0,1200,360,1000,60,WQ,,FCC + Im,Im,,,10.1016/j.jallcom.2018.12.040
Co18Cr12.5Fe55Ni7Mo7.5,0,0.180904523,0.120603015,0.552763819,0.070351759,0,0,0,0,0,0.075376884,0,0,0,1200,360,1100,60,WQ,,FCC,FCC_SS,,,10.1016/j.jallcom.2018.12.040
Co18Cr12.5Fe55Ni7Mo7.5,0,0.180904523,0.120603015,0.552763819,0.070351759,0,0,0,0,0,0.075376884,0,0,0,1200,360,1200,60,WQ,,FCC,FCC_SS,,,10.1016/j.jallcom.2018.12.040
AlCoCrCuFeNi,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,960,3000,,,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2011.11.045
AlCoCrCuFeNi,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,960,3000,,,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2011.11.045
AlCoCrCuFeNi,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,960,3000,,,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2011.11.045
AlCoCrCuFeNi,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,960,3000,,,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2011.11.045
AlCoCrCuFeNi,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,960,3000,,,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2011.11.045
AlCoCrCuFeNi,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,960,3000,,,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2011.11.045
AlCoCrCuFeNi,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,960,3000,,,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2011.11.045
AlCoCrCuFeNi,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,960,3000,,,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2011.11.045
AlCoCrCuFeNi,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,960,3000,,,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2011.11.045
AlCoCrCuFeNi,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,960,3000,,,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2011.11.045
AlCoCrCuFeNi,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,960,3000,,,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2011.11.045
AlCoCrCuFeNi,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,960,3000,,,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2011.11.045
AlCoCrCuFeNi,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,960,3000,,,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2011.11.045
AlMo0.5NbTa0.5TiZr,0.25,0,0,0,0,0,0,0.25,0,0,0.125,0.25,0,0.125,1400,120,1200,1440,10 K min?1,,BCC,BCC_SS,,,10.1016/j.actamat.2014.01.029
AlMo0.5NbTa0.5TiZr,0.25,0,0,0,0,0,0,0.25,0,0,0.125,0.25,0,0.125,1400,120,1200,1440,10 K min?1,,BCC,BCC_SS,,,10.1016/j.actamat.2014.01.029
AlMo0.5NbTa0.5TiZr,0.25,0,0,0,0,0,0,0.25,0,0,0.125,0.25,0,0.125,1400,120,1200,1440,10 K min?1,,BCC,BCC_SS,,,10.1016/j.actamat.2014.01.029
