Alloy,Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,Homogenization_Temp,Homogenization_Time,Annealing_Temp,Annealing_Time_(min),Quenching,HPR,Microstructure,Phases,alloy_description,Unnamed: 24,References
CoCrFeNiMo0.2,0.0,0.238095238,0.238095238,0.238095238,0.238095238,0.0,0.0,0.0,0.0,0.0,0.047619048,0.0,0.0,0.0,1200.0,60.0,800,72.0,WQ,,FCC,FCC_SS,"The alloy CoCrFeNiMo0.2 contains 5 elemental compositions: Co (0.238095238), Cr (0.238095238), Fe (0.238095238), Ni (0.238095238), Mo (0.047619048) and with heat treatment -  undergone homogenization process at 1200.0°C, for 60.0 minutes,, undergone annealing process at 800°C, for 72.0 minutes,, and undergone quenching process (WQ),,showing a FCC microstructure and FCC_SS phases.",,10.3390/e21090833
CoCrFeNiMo0.2,0.0,0.238095238,0.238095238,0.238095238,0.238095238,0.0,0.0,0.0,0.0,0.0,0.047619048,0.0,0.0,0.0,1200.0,60.0,900,72.0,WQ,,FCC + Im,Im,"The alloy CoCrFeNiMo0.2 contains 5 elemental compositions: Co (0.238095238), Cr (0.238095238), Fe (0.238095238), Ni (0.238095238), Mo (0.047619048) and with heat treatment -  undergone homogenization process at 1200.0°C, for 60.0 minutes,, undergone annealing process at 900°C, for 72.0 minutes,, and undergone quenching process (WQ),,showing a FCC and Im microstructure and Im phases.",,10.3390/e21090833
CoCrFeNiMo0.2,0.0,0.238095238,0.238095238,0.238095238,0.238095238,0.0,0.0,0.0,0.0,0.0,0.047619048,0.0,0.0,0.0,1200.0,60.0,1000,72.0,WQ,,FCC + Im,Im,"The alloy CoCrFeNiMo0.2 contains 5 elemental compositions: Co (0.238095238), Cr (0.238095238), Fe (0.238095238), Ni (0.238095238), Mo (0.047619048) and with heat treatment -  undergone homogenization process at 1200.0°C, for 60.0 minutes,, undergone annealing process at 1000°C, for 72.0 minutes,, and undergone quenching process (WQ),,showing a FCC and Im microstructure and Im phases.",,10.3390/e21090833
Ti40Zr10Ni40Co5Cu5,0.0,0.05,0.0,0.0,0.4,0.05,0.0,0.4,0.0,0.0,0.0,0.1,0.0,0.0,900.0,1440.0,950,720.0,FC,,BCC + Im,Im,"The alloy Ti40Zr10Ni40Co5Cu5 contains 5 elemental compositions: Co (0.05), Ni (0.4), Cu (0.05), Ti (0.4), Zr (0.1) and with heat treatment -  undergone homogenization process at 900.0°C, for 1440.0 minutes,, undergone annealing process at 950°C, for 720.0 minutes,, and undergone quenching process (FC),,showing a BCC and Im microstructure and Im phases.",,10.1007/s12540-019-00383-3
Ti30Zr20Ni30Co10Cu10,0.0,0.1,0.0,0.0,0.3,0.1,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.0,900.0,1440.0,950,720.0,FC,,BCC + Im,Im,"The alloy Ti30Zr20Ni30Co10Cu10 contains 5 elemental compositions: Co (0.1), Ni (0.3), Cu (0.1), Ti (0.3), Zr (0.2) and with heat treatment -  undergone homogenization process at 900.0°C, for 1440.0 minutes,, undergone annealing process at 950°C, for 720.0 minutes,, and undergone quenching process (FC),,showing a BCC and Im microstructure and Im phases.",,10.1007/s12540-019-00383-3
Ti25Zr25Ni16.67Co16.67Cu16.67,0.0,0.166666667,0.0,0.0,0.166666667,0.166666667,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,900.0,1440.0,950,720.0,FC,,BCC + Im,Im,"The alloy Ti25Zr25Ni16.67Co16.67Cu16.67 contains 5 elemental compositions: Co (0.166666667), Ni (0.166666667), Cu (0.166666667), Ti (0.25), Zr (0.25) and with heat treatment -  undergone homogenization process at 900.0°C, for 1440.0 minutes,, undergone annealing process at 950°C, for 720.0 minutes,, and undergone quenching process (FC),,showing a BCC and Im microstructure and Im phases.",,10.1007/s12540-019-00383-3
Ti30Zr10Hf10Ni30Co10Cu10,0.0,0.142857143,0.0,0.0,0.285714286,0.095238095,0.0,0.285714286,0.0,0.0,0.0,0.095238095,0.095238095,0.0,900.0,1440.0,950,720.0,FC,,BCC + Im,Im,"The alloy Ti30Zr10Hf10Ni30Co10Cu10 contains 6 elemental compositions: Co (0.142857143), Ni (0.285714286), Cu (0.095238095), Ti (0.285714286), Zr (0.095238095), Hf (0.095238095) and with heat treatment -  undergone homogenization process at 900.0°C, for 1440.0 minutes,, undergone annealing process at 950°C, for 720.0 minutes,, and undergone quenching process (FC),,showing a BCC and Im microstructure and Im phases.",,10.1007/s12540-019-00383-3
Ti20Zr15Hf15Ni20Co15Cu15,0.0,0.15,0.0,0.0,0.2,0.15,0.0,0.2,0.0,0.0,0.0,0.15,0.15,0.0,900.0,1440.0,950,720.0,FC,,BCC + Im,Im,"The alloy Ti20Zr15Hf15Ni20Co15Cu15 contains 6 elemental compositions: Co (0.15), Ni (0.2), Cu (0.15), Ti (0.2), Zr (0.15), Hf (0.15) and with heat treatment -  undergone homogenization process at 900.0°C, for 1440.0 minutes,, undergone annealing process at 950°C, for 720.0 minutes,, and undergone quenching process (FC),,showing a BCC and Im microstructure and Im phases.",,10.1007/s12540-019-00383-3
CoCuHfNiTiZr,0.0,0.166666667,0.0,0.0,0.166666667,0.166666667,0.0,0.166666667,0.0,0.0,0.0,0.166666667,0.166666667,0.0,900.0,1440.0,950,720.0,FC,,BCC + Im,Im,"The alloy CoCuHfNiTiZr contains 6 elemental compositions: Co (0.166666667), Ni (0.166666667), Cu (0.166666667), Ti (0.166666667), Zr (0.166666667), Hf (0.166666667) and with heat treatment -  undergone homogenization process at 900.0°C, for 1440.0 minutes,, undergone annealing process at 950°C, for 720.0 minutes,, and undergone quenching process (FC),,showing a BCC and Im microstructure and Im phases.",,10.1007/s12540-019-00383-3
CrFeMnV,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,,,,,,BCC,BCC_SS,"The alloy CrFeMnV contains 4 elemental compositions: Cr (0.25), Fe (0.25), Mn (0.25), V (0.25) and without heat treatment,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.jmst.2018.02.026
CrMn0.3FeVCu0.06,0.0,0.0,0.297619048,0.297619048,0.0,0.017857143,0.089285714,0.0,0.297619048,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC + BCC,FCC_PLUS_BCC,"The alloy CrMn0.3FeVCu0.06 contains 5 elemental compositions: Cr (0.297619048), Fe (0.297619048), Cu (0.017857143), Mn (0.089285714), V (0.297619048) and without heat treatment,showing a FCC and BCC microstructure and FCC_PLUS_BCC phases.",,10.1016/j.jmst.2018.02.026
CrMn0.5FeVCu0.10,0.0,0.0,0.277777778,0.277777778,0.0,0.027777778,0.138888889,0.0,0.277777778,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC + BCC,FCC_PLUS_BCC,"The alloy CrMn0.5FeVCu0.10 contains 5 elemental compositions: Cr (0.277777778), Fe (0.277777778), Cu (0.027777778), Mn (0.138888889), V (0.277777778) and without heat treatment,showing a FCC and BCC microstructure and FCC_PLUS_BCC phases.",,10.1016/j.jmst.2018.02.026
CrMn0.7FeVCu0.14,0.0,0.0,0.260416667,0.260416667,0.0,0.036458333,0.182291667,0.0,0.260416667,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC + BCC,FCC_PLUS_BCC,"The alloy CrMn0.7FeVCu0.14 contains 5 elemental compositions: Cr (0.260416667), Fe (0.260416667), Cu (0.036458333), Mn (0.182291667), V (0.260416667) and without heat treatment,showing a FCC and BCC microstructure and FCC_PLUS_BCC phases.",,10.1016/j.jmst.2018.02.026
CrMnFeVCu0.20,0.0,0.0,0.238095238,0.238095238,0.0,0.047619048,0.238095238,0.0,0.238095238,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC + BCC,FCC_PLUS_BCC,"The alloy CrMnFeVCu0.20 contains 5 elemental compositions: Cr (0.238095238), Fe (0.238095238), Cu (0.047619048), Mn (0.238095238), V (0.238095238) and without heat treatment,showing a FCC and BCC microstructure and FCC_PLUS_BCC phases.",,10.1016/j.jmst.2018.02.026
NbMoTaWVTi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666667,0.166666667,0.166666667,0.166666667,0.0,0.0,0.166666667,,,,,,,FCC + BCC,FCC_PLUS_BCC,"The alloy NbMoTaWVTi contains 5 elemental compositions: Ti (0.166666667), V (0.166666667), Nb (0.166666667), Mo (0.166666667), Ta (0.166666667) and without heat treatment,showing a FCC and BCC microstructure and FCC_PLUS_BCC phases.",,10.3390/ma11050669
CoCrCuFeNi,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC,FCC_SS,"The alloy CoCrCuFeNi contains 5 elemental compositions: Co (0.2), Cr (0.2), Fe (0.2), Ni (0.2), Cu (0.2) and without heat treatment,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.jmst.2017.11.007
 (CoCrCuFeNi)96Nb4,0.0,0.193548387,0.193548387,0.193548387,0.193548387,0.193548387,0.0,0.0,0.0,0.032258065,0.0,0.0,0.0,0.0,,,,,,,FCC,FCC_SS,"The alloy  (CoCrCuFeNi)96Nb4 contains 6 elemental compositions: Co (0.193548387), Cr (0.193548387), Fe (0.193548387), Ni (0.193548387), Cu (0.193548387), Nb (0.032258065) and without heat treatment,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.jmst.2017.11.007
 (CoCrCuFeNi)92Nb8,0.0,0.18699187,0.18699187,0.18699187,0.18699187,0.18699187,0.0,0.0,0.0,0.06504065,0.0,0.0,0.0,0.0,,,,,,,FCC + Im,Im,"The alloy  (CoCrCuFeNi)92Nb8 contains 6 elemental compositions: Co (0.18699187), Cr (0.18699187), Fe (0.18699187), Ni (0.18699187), Cu (0.18699187), Nb (0.06504065) and without heat treatment,showing a FCC and Im microstructure and Im phases.",,10.1016/j.jmst.2017.11.007
 (CoCrCuFeNi)88Nb12,0.0,0.180327869,0.180327869,0.180327869,0.180327869,0.180327869,0.0,0.0,0.0,0.098360656,0.0,0.0,0.0,0.0,,,,,,,FCC + Im,Im,"The alloy  (CoCrCuFeNi)88Nb12 contains 6 elemental compositions: Co (0.180327869), Cr (0.180327869), Fe (0.180327869), Ni (0.180327869), Cu (0.180327869), Nb (0.098360656) and without heat treatment,showing a FCC and Im microstructure and Im phases.",,10.1016/j.jmst.2017.11.007
 (CoCrCuFeNi)84Nb16,0.0,0.173553719,0.173553719,0.173553719,0.173553719,0.173553719,0.0,0.0,0.0,0.132231405,0.0,0.0,0.0,0.0,,,,,,,FCC + Im,Im,"The alloy  (CoCrCuFeNi)84Nb16 contains 6 elemental compositions: Co (0.173553719), Cr (0.173553719), Fe (0.173553719), Ni (0.173553719), Cu (0.173553719), Nb (0.132231405) and without heat treatment,showing a FCC and Im microstructure and Im phases.",,10.1016/j.jmst.2017.11.007
Co28.2Cr5.92Mo0.62Mn0.50Si0.13N0.04C,0.0,0.776355217,0.161263961,0.0,0.0,0.0,0.013620267,0.0,0.0,0.0,0.016889131,0.0,0.0,0.0,1200.0,,,,,,FCC,FCC_SS,"The alloy Co28.2Cr5.92Mo0.62Mn0.50Si0.13N0.04C contains 4 elemental compositions: Co (0.776355217), Cr (0.161263961), Mn (0.013620267), Mo (0.016889131) and with heat treatment -  undergone homogenization process at 1200.0°C,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.jmbbm.2018.10.038
Co28.2Cr5.92Mo0.62Mn0.50Si0.13N0.04C,0.0,0.776355217,0.161263961,0.0,0.0,0.0,0.013620267,0.0,0.0,0.0,0.016889131,0.0,0.0,0.0,,,1200,15.0,WQ,,FCC,FCC_SS,"The alloy Co28.2Cr5.92Mo0.62Mn0.50Si0.13N0.04C contains 4 elemental compositions: Co (0.776355217), Cr (0.161263961), Mn (0.013620267), Mo (0.016889131) and with heat treatment -  undergone annealing process at 1200°C, for 15.0 minutes,, and undergone quenching process (WQ),,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.jmbbm.2018.10.038
Co33Cr9W0.35N0.01C,0.0,0.5764,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC,FCC_SS,"The alloy Co33Cr9W0.35N0.01C contains 2 elemental compositions: Co (0.5764), Cr (0.33) and without heat treatment,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actbio.2015.12.011
Co33Cr9W0.35N0.06C,0.0,0.5759,0.33,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC,FCC_SS,"The alloy Co33Cr9W0.35N0.06C contains 3 elemental compositions: Co (0.5759), Cr (0.33), Fe (0.09) and without heat treatment,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actbio.2015.12.011
Co33Cr9W0.35N0.1C,0.0,0.5755,0.33,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC,FCC_SS,"The alloy Co33Cr9W0.35N0.1C contains 3 elemental compositions: Co (0.5755), Cr (0.33), Fe (0.09) and without heat treatment,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actbio.2015.12.011
Co33Cr9W0.35N0.25C,0.0,0.574,0.33,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC,FCC_SS,"The alloy Co33Cr9W0.35N0.25C contains 3 elemental compositions: Co (0.574), Cr (0.33), Fe (0.09) and without heat treatment,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actbio.2015.12.011
Co33Cr9W0.35N0.31C,0.0,0.5734,0.33,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC,FCC_SS,"The alloy Co33Cr9W0.35N0.31C contains 3 elemental compositions: Co (0.5734), Cr (0.33), Fe (0.09) and without heat treatment,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actbio.2015.12.011
Co33Cr9W0.35N0.01C,0.0,0.5764,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC,FCC_SS,"The alloy Co33Cr9W0.35N0.01C contains 2 elemental compositions: Co (0.5764), Cr (0.33) and without heat treatment,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actbio.2015.12.011
Co33Cr9W0.35N0.06C,0.0,0.5759,0.33,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC,FCC_SS,"The alloy Co33Cr9W0.35N0.06C contains 3 elemental compositions: Co (0.5759), Cr (0.33), Fe (0.09) and without heat treatment,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actbio.2015.12.011
Co33Cr9W0.35N0.1C,0.0,0.5755,0.33,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC,FCC_SS,"The alloy Co33Cr9W0.35N0.1C contains 3 elemental compositions: Co (0.5755), Cr (0.33), Fe (0.09) and without heat treatment,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actbio.2015.12.011
Co33Cr9W0.35N0.25C,0.0,0.574,0.33,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC,FCC_SS,"The alloy Co33Cr9W0.35N0.25C contains 3 elemental compositions: Co (0.574), Cr (0.33), Fe (0.09) and without heat treatment,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actbio.2015.12.011
Co33Cr9W0.35N0.31C,0.0,0.5734,0.33,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC,FCC_SS,"The alloy Co33Cr9W0.35N0.31C contains 3 elemental compositions: Co (0.5734), Cr (0.33), Fe (0.09) and without heat treatment,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.actbio.2015.12.011
MoNbTaTiZr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,,,,,,,BCC,BCC_SS,"The alloy MoNbTaTiZr contains 5 elemental compositions: Ti (0.2), Nb (0.2), Mo (0.2), Zr (0.2), Ta (0.2) and without heat treatment,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.msec.2016.12.057
Al40Cu15Cr15Fe15Si15,0.4,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Im,Im,"The alloy Al40Cu15Cr15Fe15Si15 contains 4 elemental compositions: Al (0.4), Cr (0.15), Fe (0.15), Cu (0.15) and without heat treatment,showing a Im microstructure and Im phases.",,10.1016/j.jmrt.2018.06.010
Al60Cu10Fe10Cr5Mn5Ni5Mg5,0.6,0.0,0.05,0.1,0.05,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Im,Im,"The alloy Al60Cu10Fe10Cr5Mn5Ni5Mg5 contains 6 elemental compositions: Al (0.6), Cr (0.05), Fe (0.1), Ni (0.05), Cu (0.1), Mn (0.05) and without heat treatment,showing a Im microstructure and Im phases.",,10.1016/j.jmrt.2018.06.010
Al65Cu5Cr5Si15Mn5Ti5,0.65,0.0,0.05,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Im,Im,"The alloy Al65Cu5Cr5Si15Mn5Ti5 contains 5 elemental compositions: Al (0.65), Cr (0.05), Cu (0.05), Mn (0.05), Ti (0.05) and without heat treatment,showing a Im microstructure and Im phases.",,10.1016/j.jmrt.2018.06.010
Al80Mg14Zn2.7Cu2.7Si0.60,0.8,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC + Im,Im,"The alloy Al80Mg14Zn2.7Cu2.7Si0.60 contains 2 elemental compositions: Al (0.8), Cu (0.027) and without heat treatment,showing a FCC and Im microstructure and Im phases.",,10.1007/s11665-018-3720-0
Al85Mg10.5Zn2.025Cu2.025Si0.45,0.867568257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC + Im,Im,"The alloy Al85Mg10.5Zn2.025Cu2.025Si0.45 contains 1 elemental compositions: Al (0.867568257) and without heat treatment,showing a FCC and Im microstructure and Im phases.",,10.1007/s11665-018-3720-0
Al90Mg7.1Zn1.35Cu1.35Si0.3,0.911392405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC + Im,Im,"The alloy Al90Mg7.1Zn1.35Cu1.35Si0.3 contains 1 elemental compositions: Al (0.911392405) and without heat treatment,showing a FCC and Im microstructure and Im phases.",,10.1007/s11665-018-3720-0
Al0.5NbTiVZr,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222,0.222222222,0.222222222,0.0,0.222222222,0.0,0.0,1200.0,1440.0,,,AQ,,BCC + Im,Im,"The alloy Al0.5NbTiVZr contains 5 elemental compositions: Al (0.111111111), Ti (0.222222222), V (0.222222222), Nb (0.222222222), Zr (0.222222222) and with heat treatment -  undergone homogenization process at 1200.0°C, for 1440.0 minutes,, and undergone quenching process (AQ),,showing a BCC and Im microstructure and Im phases.",,10.1179/1743284715Y.0000000032
Al26.6Nb23.8Ti25.1V24.5,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.251,0.245,0.238,0.0,0.0,0.0,0.0,1200.0,1440.0,,,AQ,,BCC,BCC_SS,"The alloy Al26.6Nb23.8Ti25.1V24.5 contains 4 elemental compositions: Al (0.266), Ti (0.251), V (0.245), Nb (0.238) and with heat treatment -  undergone homogenization process at 1200.0°C, for 1440.0 minutes,, and undergone quenching process (AQ),,showing a BCC microstructure and BCC_SS phases.",,10.4236/msa.2018.913074
AlLiMgZnSn,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Im,Im,"The alloy AlLiMgZnSn contains 1 elemental compositions: Al (0.2) and without heat treatment,showing a Im microstructure and Im phases.",,10.1007/s11837-014-1059-z
Al80Li5Mg5Zn5Sn5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Im,Im,"The alloy Al80Li5Mg5Zn5Sn5 contains 1 elemental compositions: Al (0.8) and without heat treatment,showing a Im microstructure and Im phases.",,10.1007/s11837-014-1059-z
Al80Li5Mg5Zn5Cu5,0.8,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Im,Im,"The alloy Al80Li5Mg5Zn5Cu5 contains 2 elemental compositions: Al (0.8), Cu (0.05) and without heat treatment,showing a Im microstructure and Im phases.",,10.1007/s11837-014-1059-z
Al0.7Co0.3CrFeNi,0.175,0.075,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8.0,,,,,FCC + BCC + Im,Im,"The alloy Al0.7Co0.3CrFeNi contains 5 elemental compositions: Al (0.175), Co (0.075), Cr (0.25), Fe (0.25), Ni (0.25) and with heat treatment -  undergone homogenization process at 1000.0°C, for 8.0 minutes,,showing a FCC and BCC and Im microstructure and Im phases.",,10.1016/j.matdes.2013.04.061
CrMnFeCoNi,0.0,0.2,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1400,480.0,,,FCC,FCC_SS,"The alloy CrMnFeCoNi contains 5 elemental compositions: Co (0.2), Cr (0.2), Fe (0.2), Ni (0.2), Mn (0.2) and with heat treatment -  undergone annealing process at 1400°C, for 480.0 minutes,,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.mtla.2019.100485
CrMnFeCoNi,0.0,0.2,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,950,480.0,,,FCC,FCC_SS,"The alloy CrMnFeCoNi contains 5 elemental compositions: Co (0.2), Cr (0.2), Fe (0.2), Ni (0.2), Mn (0.2) and with heat treatment -  undergone annealing process at 950°C, for 480.0 minutes,,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.mtla.2019.100485
AlCrFeMnNi,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,BCC,BCC_SS,"The alloy AlCrFeMnNi contains 5 elemental compositions: Al (0.2), Cr (0.2), Fe (0.2), Ni (0.2), Mn (0.2) and without heat treatment,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.msea.2017.02.072
AlCrFeMnNi,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,400,240.0,,,FCC + BCC,FCC_PLUS_BCC,"The alloy AlCrFeMnNi contains 5 elemental compositions: Al (0.2), Cr (0.2), Fe (0.2), Ni (0.2), Mn (0.2) and with heat treatment -  undergone annealing process at 400°C, for 240.0 minutes,,showing a FCC and BCC microstructure and FCC_PLUS_BCC phases.",,10.1016/j.msea.2017.02.072
AlCrFeMnNi,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,830,240.0,,,FCC + BCC,FCC_PLUS_BCC,"The alloy AlCrFeMnNi contains 5 elemental compositions: Al (0.2), Cr (0.2), Fe (0.2), Ni (0.2), Mn (0.2) and with heat treatment -  undergone annealing process at 830°C, for 240.0 minutes,,showing a FCC and BCC microstructure and FCC_PLUS_BCC phases.",,10.1016/j.msea.2017.02.072
AlCrFeMnNi,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1040,240.0,,,FCC + BCC + Im,Im,"The alloy AlCrFeMnNi contains 5 elemental compositions: Al (0.2), Cr (0.2), Fe (0.2), Ni (0.2), Mn (0.2) and with heat treatment -  undergone annealing process at 1040°C, for 240.0 minutes,,showing a FCC and BCC and Im microstructure and Im phases.",,10.1016/j.msea.2017.02.072
AlCrFeMnNi,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1200,240.0,,,FCC + BCC + Im,Im,"The alloy AlCrFeMnNi contains 5 elemental compositions: Al (0.2), Cr (0.2), Fe (0.2), Ni (0.2), Mn (0.2) and with heat treatment -  undergone annealing process at 1200°C, for 240.0 minutes,,showing a FCC and BCC and Im microstructure and Im phases.",,10.1016/j.msea.2017.02.072
Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC + BCC,FCC_PLUS_BCC,"The alloy Al0.5CoCrFeNi contains 5 elemental compositions: Al (0.111111111), Co (0.222222222), Cr (0.222222222), Fe (0.222222222), Ni (0.222222222) and without heat treatment,showing a FCC and BCC microstructure and FCC_PLUS_BCC phases.",,10.1016/j.msea.2016.06.040
Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,650,30.0,WQ,,FCC + BCC,FCC_PLUS_BCC,"The alloy Al0.5CoCrFeNi contains 5 elemental compositions: Al (0.111111111), Co (0.222222222), Cr (0.222222222), Fe (0.222222222), Ni (0.222222222) and with heat treatment -  undergone annealing process at 650°C, for 30.0 minutes,, and undergone quenching process (WQ),,showing a FCC and BCC microstructure and FCC_PLUS_BCC phases.",,10.1016/j.msea.2016.06.040
Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,650,60.0,WQ,,FCC + BCC,FCC_PLUS_BCC,"The alloy Al0.5CoCrFeNi contains 5 elemental compositions: Al (0.111111111), Co (0.222222222), Cr (0.222222222), Fe (0.222222222), Ni (0.222222222) and with heat treatment -  undergone annealing process at 650°C, for 60.0 minutes,, and undergone quenching process (WQ),,showing a FCC and BCC microstructure and FCC_PLUS_BCC phases.",,10.1016/j.msea.2016.06.040
Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,650,120.0,WQ,,FCC + BCC + Im,Im,"The alloy Al0.5CoCrFeNi contains 5 elemental compositions: Al (0.111111111), Co (0.222222222), Cr (0.222222222), Fe (0.222222222), Ni (0.222222222) and with heat treatment -  undergone annealing process at 650°C, for 120.0 minutes,, and undergone quenching process (WQ),,showing a FCC and BCC and Im microstructure and Im phases.",,10.1016/j.msea.2016.06.040
Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,650,240.0,WQ,,FCC + BCC + Im,Im,"The alloy Al0.5CoCrFeNi contains 5 elemental compositions: Al (0.111111111), Co (0.222222222), Cr (0.222222222), Fe (0.222222222), Ni (0.222222222) and with heat treatment -  undergone annealing process at 650°C, for 240.0 minutes,, and undergone quenching process (WQ),,showing a FCC and BCC and Im microstructure and Im phases.",,10.1016/j.msea.2016.06.040
Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,650,480.0,WQ,,FCC + BCC + Im,Im,"The alloy Al0.5CoCrFeNi contains 5 elemental compositions: Al (0.111111111), Co (0.222222222), Cr (0.222222222), Fe (0.222222222), Ni (0.222222222) and with heat treatment -  undergone annealing process at 650°C, for 480.0 minutes,, and undergone quenching process (WQ),,showing a FCC and BCC and Im microstructure and Im phases.",,10.1016/j.msea.2016.06.040
